SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,Median Home Price
18772,Thornton Valley East,neighborhood,CO,CO,Thornton,"Denver-Aurora-Lakewood, CO",Adams County,"$430,298"
18772,Lexington Place,neighborhood,AZ,AZ,Glendale,"Phoenix-Mesa-Chandler, AZ",Maricopa County,"$387,813"
18783,Cinco Ranch West,neighborhood,TX,TX,Cinco Ranch,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,"$526,676"
18783,Gilmer,neighborhood,VA,VA,Roanoke,"Roanoke, VA",Roanoke City,"$112,990"
18783,Kamper-Avenues,neighborhood,MS,MS,Hattiesburg,"Hattiesburg, MS",Forrest County,"$134,201"
18783,East Carver,neighborhood,MA,MA,Plymouth,"Boston-Cambridge-Newton, MA-NH",Plymouth County,"$661,352"
18787,Wheeler Ridge,neighborhood,TX,TX,Bryan,"College Station-Bryan, TX",Brazos County,"$267,578"
18787,Ridgepointe,neighborhood,AR,AR,Jonesboro,"Jonesboro, AR",Craighead County,"$628,115"
18787,Spring Brook Crossings,neighborhood,IL,IL,Naperville,"Chicago-Naperville-Elgin, IL-IN-WI",Will County,"$537,673"
18787,Woodland Park,neighborhood,CA,CA,Visalia,"Visalia, CA",Tulare County,"$337,399"
18787,Circle G Ranches,neighborhood,AZ,AZ,Gilbert,"Phoenix-Mesa-Chandler, AZ",Maricopa County,"$1,222,481"
18787,Stinson Tower,neighborhood,NM,NM,Albuquerque,"Albuquerque, NM",Bernalillo County,"$311,514"
18787,Twin Palms,neighborhood,CA,CA,Palm Springs,"Riverside-San Bernardino-Ontario, CA",Riverside County,"$658,390"
18787,Pymatuning South,neighborhood,PA,PA,Jamestown,"Meadville, PA",Crawford County,"$114,637"
18787,Forest Hills,neighborhood,GA,GA,Savannah,"Savannah, GA",Chatham County,"$266,345"
18796,Martin City,neighborhood,MO,MO,Kansas City,"Kansas City, MO-KS",Jackson County,"$370,886"
18796,Hillsdale,neighborhood,CA,CA,Pleasant Hill,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,"$1,149,092"
18796,Villa Park,neighborhood,IL,IL,Moline,"Davenport-Moline-Rock Island, IA-IL",Rock Island County,"$155,502"
18796,Skylake,neighborhood,FL,FL,North Miami Beach,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,"$1,215,004"
18801,Woodland Meadows North,neighborhood,KS,KS,Olathe,"Kansas City, MO-KS",Johnson County,"$671,698"
18801,Saint Andrews,neighborhood,VA,VA,Norfolk,"Virginia Beach-Norfolk-Newport News, VA-NC",Norfolk City,"$201,902"
18801,Dominion Del Mar,neighborhood,TX,TX,Laredo,"Laredo, TX",Webb County,"$290,247"
18801,Oak Park Mesa,neighborhood,AZ,AZ,Mesa,"Phoenix-Mesa-Chandler, AZ",Maricopa County,"$358,512"
18801,Sunset McMinn,neighborhood,CA,CA,Santa Rosa,"Santa Rosa-Petaluma, CA",Sonoma County,"$579,801"
18801,Glendale Hills,neighborhood,MI,MI,Flint,"Flint, MI",Genesee County,"$88,003"
18801,Sunset Ranch,neighborhood,AZ,AZ,Peoria,"Phoenix-Mesa-Chandler, AZ",Maricopa County,"$674,275"
18801,Westmorland,neighborhood,KY,KY,Lexington,"Lexington-Fayette, KY",Fayette County,"$670,192"
18801,Crows Nest,neighborhood,IN,IN,Indianapolis,"Indianapolis-Carmel-Anderson, IN",Marion County,"$494,173"
18801,Pigeon Creek,neighborhood,OH,OH,Copley,"Akron, OH",Summit County,"$378,056"
18812,Lago Del Valle,neighborhood,TX,TX,Laredo,"Laredo, TX",Webb County,"$232,421"
18812,Matinecock,neighborhood,NY,NY,Locust Valley,"New York-Newark-Jersey City, NY-NJ-PA",Nassau County,"$2,866,812"
18812,Wellington Lakes,neighborhood,FL,FL,Wellington,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,"$483,927"
18812,Stanford Gardens,neighborhood,MO,MO,Kansas City,"Kansas City, MO-KS",Jackson County,"$1,072,717"
18812,Sherwood Manor,neighborhood,AZ,AZ,Mesa,"Phoenix-Mesa-Chandler, AZ",Maricopa County,"$401,152"
18812,Wood Bridge Green,neighborhood,OH,OH,Columbus,"Columbus, OH",Franklin County,"$383,996"
18812,Martins Additions,neighborhood,MD,MD,Chevy Chase,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County,"$1,669,058"
18812,Sierra Tempe,neighborhood,AZ,AZ,Tempe,"Phoenix-Mesa-Chandler, AZ",Maricopa County,"$615,736"
18812,Treasure Hill Park,neighborhood,FL,FL,Pensacola,"Pensacola-Ferry Pass-Brent, FL",Escambia County,"$261,210"
18822,Downtown,neighborhood,VA,VA,Fredericksburg,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fredericksburg City,"$653,612"
18822,Second Addition,neighborhood,CA,CA,Pacific Grove,"Salinas, CA",Monterey County,"$1,273,786"
18822,Doral Modern,neighborhood,FL,FL,Doral,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,"$1,519,069"
18822,Windsor Park,neighborhood,TX,TX,Plano,"Dallas-Fort Worth-Arlington, TX",Collin County,"$593,398"
18826,Crest Ridge Gardens,neighborhood,FL,FL,Holiday,"Tampa-St. Petersburg-Clearwater, FL",Pasco County,"$197,844"
18826,Revolution Park,neighborhood,NC,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,"$284,791"
18826,Greengate Acres,neighborhood,TX,TX,Spring,"Houston-The Woodlands-Sugar Land, TX",Harris County,"$292,242"
18826,Woodburn,neighborhood,WV,WV,Morgantown,"Morgantown, WV",Monongalia County,"$194,105"
18826,Center City,neighborhood,IL,IL,Danville,"Danville, IL",Vermilion County,"$41,115"
18826,Springvale,neighborhood,CO,CO,Thornton,"Denver-Aurora-Lakewood, CO",Adams County,"$573,011"
18826,Hidden Manor,neighborhood,AZ,AZ,Glendale,"Phoenix-Mesa-Chandler, AZ",Maricopa County,"$732,007"
18835,Heather Glen,neighborhood,TX,TX,Killeen,"Killeen-Temple, TX",Bell County,"$194,626"
18835,Trabue Woods,neighborhood,OH,OH,Columbus,"Columbus, OH",Franklin County,"$343,137"
18835,Franklin Gateway,neighborhood,IA,IA,Waterloo,"Waterloo-Cedar Falls, IA",Black Hawk County,"$74,219"
18835,Fox Creek,neighborhood,TX,TX,Killeen,"Killeen-Temple, TX",Bell County,"$214,228"
18840,Harbor Beach,neighborhood,FL,FL,Fort Lauderdale,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,"$1,846,733"
18840,Gra-Mar Acres,neighborhood,TN,TN,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",Davidson County,"$456,119"
18840,Carlton Lakes,neighborhood,FL,FL,Riverview,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,"$389,040"
18840,Walnut Grove,neighborhood,NE,NE,Omaha,"Omaha-Council Bluffs, NE-IA",Douglas County,"$270,778"
18840,Cherry Run,neighborhood,MI,MI,Grand Rapids,"Grand Rapids-Kentwood, MI",Kent County,"$393,640"
18846,City Park,neighborhood,CO,CO,Fort Collins,"Fort Collins, CO",Larimer County,"$748,556"
18846,Sage Creek,neighborhood,AZ,AZ,Avondale,"Phoenix-Mesa-Chandler, AZ",Maricopa County,"$406,435"
18846,Empire Estates,neighborhood,KS,KS,Overland Park,"Kansas City, MO-KS",Johnson County,"$524,652"
18846,Andover Farms,neighborhood,TX,TX,Fresno,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,"$263,710"
18851,Cornerstone,neighborhood,CO,CO,Thornton,"Denver-Aurora-Lakewood, CO",Adams County,"$400,112"
18851,Cypress Mill Park,neighborhood,TX,TX,Cypress,"Houston-The Woodlands-Sugar Land, TX",Harris County,"$307,762"
18851,Wales Garden,neighborhood,SC,SC,Columbia,"Columbia, SC",Richland County,"$547,593"
18851,Windy Hill Estates,neighborhood,TX,TX,Azle,"Dallas-Fort Worth-Arlington, TX",Parker County,"$527,745"
18851,Park Plaza,neighborhood,OK,OK,Tulsa,"Tulsa, OK",Tulsa County,"$257,338"
18861,Bartlett Country,neighborhood,TN,TN,Bartlett,"Memphis, TN-MS-AR",Shelby County,"$443,512"
18861,Eliot View,neighborhood,MN,MN,Saint Louis Park,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,"$368,664"
18861,Biltmore,neighborhood,TX,TX,Plano,"Dallas-Fort Worth-Arlington, TX",Collin County,"$451,879"
18861,Rosedale,neighborhood,VA,VA,Richmond,"Richmond, VA",Richmond City,"$391,004"
18861,Riverview,neighborhood,WA,WA,Kent,"Seattle-Tacoma-Bellevue, WA",King County,"$508,279"
18866,Enchanted Lake Estates,neighborhood,FL,FL,Ojus,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,"$1,193,641"
18866,Ashton,neighborhood,KS,KS,Olathe,"Kansas City, MO-KS",Johnson County,"$409,330"
18866,Kings Park,neighborhood,TX,TX,Lubbock,"Lubbock, TX",Lubbock County,"$486,219"
18870,Larchmont,neighborhood,MS,MS,Jackson,"Jackson, MS",Hinds County,"$32,784"
18870,Bigelow Highlands,neighborhood,WA,WA,Olympia,"Olympia-Lacey-Tumwater, WA",Thurston County,"$433,476"
18870,Inlet City,neighborhood,FL,FL,Riviera Beach,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,"$278,450"
18870,Castle Forest,neighborhood,TX,TX,San Marcos,"Austin-Round Rock-Georgetown, TX",Hays County,"$299,043"
18877,Belle Forest,neighborhood,TN,TN,Clarksville,"Clarksville, TN-KY",Montgomery County,"$224,537"
18877,Quinton Heights,neighborhood,KS,KS,Topeka,"Topeka, KS",Shawnee County,"$94,882"
18877,South Hampton,neighborhood,KS,KS,Olathe,"Kansas City, MO-KS",Johnson County,"$373,043"
18877,Memorial Park,neighborhood,IN,IN,Fort Wayne,"Fort Wayne, IN",Allen County,"$99,635"
18877,Mackenzie Meadows,neighborhood,TX,TX,Richardson,"Dallas-Fort Worth-Arlington, TX",Collin County,"$548,617"
18877,Mayfair Park,neighborhood,WI,WI,Madison,"Madison, WI",Dane County,"$323,889"
18877,Deepwell Estates,neighborhood,CA,CA,Palm Springs,"Riverside-San Bernardino-Ontario, CA",Riverside County,"$1,381,101"
18877,Parkside,neighborhood,IN,IN,Goshen,"Elkhart-Goshen, IN",Elkhart County,"$204,437"
18877,Downtown,neighborhood,TX,TX,Mansfield,"Dallas-Fort Worth-Arlington, TX",Tarrant County,"$243,395"
18877,River Oaks,neighborhood,VA,VA,Norfolk,"Virginia Beach-Norfolk-Newport News, VA-NC",Norfolk City,"$261,074"
18888,Alameda-Campus,neighborhood,AZ,AZ,Tempe,"Phoenix-Mesa-Chandler, AZ",Maricopa County,"$541,985"
18888,Riviere Du Chien,neighborhood,AL,AL,Mobile,"Mobile, AL",Mobile County,"$393,358"
18888,Northeast Claremont,neighborhood,CA,CA,Claremont,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,"$1,935,485"
18888,Lafayette Park,neighborhood,FL,FL,Tallahassee,"Tallahassee, FL",Leon County,"$357,130"
18888,Frisco Heights,neighborhood,TX,TX,Fort Worth,"Dallas-Fort Worth-Arlington, TX",Tarrant County,"$494,227"
18894,Cumberland Gardens,neighborhood,TN,TN,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",Davidson County,"$291,392"
18894,West Ridge,neighborhood,WI,WI,Eau Claire,"Eau Claire, WI",Eau Claire County,"$315,645"
18894,Silver Isles,neighborhood,FL,FL,Miramar,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,"$736,798"
18894,United Homeowners,neighborhood,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,"$171,964"
18894,Central Rim,neighborhood,ID,ID,Boise,"Boise City, ID",Ada County,"$480,669"
18894,Daniel Crossing,neighborhood,TX,TX,Murphy,"Dallas-Fort Worth-Arlington, TX",Collin County,"$556,489"
18894,Meadowland Cove,neighborhood,FL,FL,Wellington,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,"$559,576"
18894,King's Meadow,neighborhood,MO,MO,Columbia,"Columbia, MO",Boone County,"$432,250"
18894,Shadow Run,neighborhood,FL,FL,Riverview,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,"$571,106"
18904,Parkwood Hills,neighborhood,KS,KS,Olathe,"Kansas City, MO-KS",Johnson County,"$458,064"
18904,Meadow Glen,neighborhood,CO,CO,Arvada,"Denver-Aurora-Lakewood, CO",Jefferson County,"$677,560"
18904,Brandywine Hills,neighborhood,DE,DE,Wilmington,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",New Castle County,"$493,715"
18904,Higley Estates,neighborhood,AZ,AZ,Gilbert,"Phoenix-Mesa-Chandler, AZ",Maricopa County,"$983,334"
18904,Holiday Gardens Estates,neighborhood,FL,FL,New Port Richey,"Tampa-St. Petersburg-Clearwater, FL",Pasco County,"$227,571"
18904,Holman East,neighborhood,OK,OK,Midwest City,"Oklahoma City, OK",Oklahoma County,"$108,715"
18904,Parkhaven,neighborhood,MS,MS,Hattiesburg,"Hattiesburg, MS",Forrest County,"$162,386"
18904,Rancho Cimarron,neighborhood,AZ,AZ,Gilbert,"Phoenix-Mesa-Chandler, AZ",Maricopa County,"$482,013"
18914,The Elm,neighborhood,KS,KS,Wichita,"Wichita, KS",Sedgwick County,"$97,200"
18914,Market-Downtown,neighborhood,WA,WA,Kirkland,"Seattle-Tacoma-Bellevue, WA",King County,"$3,006,865"
18914,Skyland,neighborhood,NC,NC,Winston-Salem,"Winston-Salem, NC",Forsyth County,"$122,078"
18914,South Side,neighborhood,MI,MI,Kalamazoo,"Kalamazoo-Portage, MI",Kalamazoo County,"$130,040"
18914,Marilyn Ann,neighborhood,AZ,AZ,Tempe,"Phoenix-Mesa-Chandler, AZ",Maricopa County,"$394,050"
18914,Chelsea Harbour,neighborhood,TX,TX,Sugar Land,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,"$540,869"
18914,Brookhaven Heights,neighborhood,GA,GA,Brookhaven,"Atlanta-Sandy Springs-Alpharetta, GA",Dekalb County,"$832,324"
18922,Hiller Highlands,neighborhood,CA,CA,Oakland,"San Francisco-Oakland-Berkeley, CA",Alameda County,"$1,292,246"
18922,Weycroft,neighborhood,NC,NC,Cary,"Raleigh-Cary, NC",Wake County,"$1,266,546"
18922,High Point,neighborhood,CO,CO,Aurora,"Denver-Aurora-Lakewood, CO",Adams County,"$553,880"
18922,Gardens of El Jardin,neighborhood,FL,FL,Hialeah Gardens,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,"$526,707"
18922,Antelope Park,neighborhood,NE,NE,Lincoln,"Lincoln, NE",Lancaster County,"$207,217"
18922,Alameda Depot,neighborhood,NM,NM,Las Cruces,"Las Cruces, NM",Dona Ana County,"$240,002"
18931,Brentwood-Cavalier,neighborhood,AZ,AZ,Tempe,"Phoenix-Mesa-Chandler, AZ",Maricopa County,"$507,983"
18931,Royal Palm Acres,neighborhood,FL,FL,Oakland Park,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,"$547,588"
18931,Old Stone Ranch,neighborhood,AZ,AZ,Chandler,"Phoenix-Mesa-Chandler, AZ",Maricopa County,"$804,298"
18931,Rancho San Rafael,neighborhood,CA,CA,Glendale,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,"$1,491,752"
18931,Fairgreen Crossings,neighborhood,FL,FL,Port Saint Lucie,"Port St. Lucie, FL",Saint Lucie County,"$429,713"
18931,Saxony at Concord Square,neighborhood,KS,KS,Olathe,"Kansas City, MO-KS",Johnson County,"$311,045"
18931,Orange Blossom Ridge,neighborhood,FL,FL,Largo,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County,"$359,369"
18931,Central Business District,neighborhood,CO,CO,Longmont,"Boulder, CO",Boulder County,"$608,504"
18931,East Side Historical District,neighborhood,TX,TX,Bryan,"College Station-Bryan, TX",Brazos County,"$239,037"
18940,Jasper Heights,neighborhood,TX,TX,Killeen,"Killeen-Temple, TX",Bell County,"$208,878"
18940,Campbell-Grant,neighborhood,AZ,AZ,Tucson,"Tucson, AZ",Pima County,"$381,878"
18940,Orchards,neighborhood,WA,WA,Renton,"Seattle-Tacoma-Bellevue, WA",King County,"$810,455"
18940,Tryon Hills,neighborhood,NC,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,"$281,211"
18940,Pelican Bay At Old Cutler Lakes,neighborhood,FL,FL,Cutler Bay,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,"$627,143"
18947,Racquet Club West,neighborhood,CA,CA,Palm Springs,"Riverside-San Bernardino-Ontario, CA",Riverside County,"$186,009"
18947,Lisendra Heights,neighborhood,CA,CA,Visalia,"Visalia, CA",Tulare County,"$428,592"
18947,Ludlow,neighborhood,OH,OH,Shaker Heights,"Cleveland-Elyria, OH",Cuyahoga County,"$280,997"
18947,Skyview Meadows,neighborhood,WI,WI,Madison,"Madison, WI",Dane County,"$435,665"
18947,Bahama Village,neighborhood,FL,FL,Key West,"Key West, FL",Monroe County,"$856,868"
18953,Fishers Creek,neighborhood,WA,WA,Vancouver,"Portland-Vancouver-Hillsboro, OR-WA",Clark County,"$600,675"
18953,Park Knoll,neighborhood,WI,WI,Milwaukee,"Milwaukee-Waukesha, WI",Milwaukee County,"$309,352"
18953,Northview Addition,neighborhood,MS,MS,Jackson,"Jackson, MS",Hinds County,"$51,023"
18953,City View,neighborhood,NC,NC,Winston-Salem,"Winston-Salem, NC",Forsyth County,"$120,320"
18953,Castle Estates,neighborhood,FL,FL,Hialeah,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,"$574,483"
18953,Valley High,neighborhood,CA,CA,Pleasant Hill,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,"$1,198,951"
18953,Kempton Crossing,neighborhood,AZ,AZ,Chandler,"Phoenix-Mesa-Chandler, AZ",Maricopa County,"$588,176"
18964,Weston Reserve,neighborhood,FL,FL,Kissimmee,"Orlando-Kissimmee-Sanford, FL",Osceola County,"$433,207"
18964,Cascade Southeast,neighborhood,WA,WA,Vancouver,"Portland-Vancouver-Hillsboro, OR-WA",Clark County,"$611,978"
18964,Black Bob Trails,neighborhood,KS,KS,Olathe,"Kansas City, MO-KS",Johnson County,"$461,596"
18964,Erskine Park,neighborhood,IN,IN,South Bend,"South Bend-Mishawaka, IN-MI",Saint Joseph County,"$146,781"
18964,Beacon Hill,neighborhood,TX,TX,Grand Prairie,"Dallas-Fort Worth-Arlington, TX",Tarrant County,"$359,946"
18964,Coconut Grove,neighborhood,FL,FL,Coral Gables,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,"$1,212,269"
18964,Carlton Square,neighborhood,NV,NV,North Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,"$426,606"
18964,Village of Drummond Hill,neighborhood,DE,DE,Newark,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",New Castle County,"$445,724"
18974,Decatur-Heights,neighborhood,MD,MD,Cumberland,"Cumberland, MD-WV",Allegany County,"$51,913"
18974,West Alameda Heights,neighborhood,CO,CO,Lakewood,"Denver-Aurora-Lakewood, CO",Jefferson County,"$667,431"
18974,Laurel Canyon,neighborhood,NV,NV,North Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,"$411,096"
18974,Emorywood Estates,neighborhood,NC,NC,Durham,"Durham-Chapel Hill, NC",Durham County,"$473,310"
18974,Stonehaven Pointe,neighborhood,GA,GA,Cumming,"Atlanta-Sandy Springs-Alpharetta, GA",Forsyth County,"$479,420"
18974,Bluffside Heights,neighborhood,IL,IL,Rockford,"Rockford, IL",Winnebago County,"$190,114"
18983,Merry Oaks,neighborhood,TN,TN,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",Davidson County,"$406,057"
18983,Norton,neighborhood,KS,KS,Topeka,"Topeka, KS",Shawnee County,"$109,731"
18983,Gould Park,neighborhood,OH,OH,Columbus,"Columbus, OH",Franklin County,"$235,835"
18988,Haven Beach,neighborhood,NJ,NJ,Long Beach Township,"New York-Newark-Jersey City, NY-NJ-PA",Ocean County,"$2,160,387"
18988,Franklin,neighborhood,IN,IN,Marion,"Marion, IN",Grant County,"$69,149"
18988,Norton Park,neighborhood,MN,MN,Duluth,"Duluth, MN-WI",Saint Louis County,"$222,834"
18988,Spartan Village,neighborhood,VA,VA,Norfolk,"Virginia Beach-Norfolk-Newport News, VA-NC",Norfolk City,"$206,049"
18988,Beach Haven Park,neighborhood,NJ,NJ,Long Beach Township,"New York-Newark-Jersey City, NY-NJ-PA",Ocean County,"$2,026,473"
18995,West Brownsville,neighborhood,PA,PA,Brownsville,"Pittsburgh, PA",Washington County,"$71,821"
18995,Walnut Heights,neighborhood,MI,MI,East Lansing,"Lansing-East Lansing, MI",Ingham County,"$308,958"
18995,Foxcroft and Glen Arbor,neighborhood,MO,MO,Kansas City,"Kansas City, MO-KS",Jackson County,"$467,062"
18995,St. Mary's,neighborhood,OH,OH,Columbus,"Columbus, OH",Franklin County,"$179,981"
18995,Siesta Hills,neighborhood,NM,NM,Albuquerque,"Albuquerque, NM",Bernalillo County,"$439,677"
18995,Twilight,neighborhood,PA,PA,Charleroi,"Pittsburgh, PA",Washington County,"$138,499"
18995,Briarwood Estates,neighborhood,TX,TX,North Richland Hills,"Dallas-Fort Worth-Arlington, TX",Tarrant County,"$348,481"
19004,Estates of Prairie Haven,neighborhood,KS,KS,Olathe,"Kansas City, MO-KS",Johnson County,"$428,752"
19004,Equestrian Club,neighborhood,FL,FL,Wellington,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,"$1,505,250"
19004,Indian Head,neighborhood,MA,MA,Marlborough,"Boston-Cambridge-Newton, MA-NH",Middlesex County,"$488,762"
19004,Shadywood,neighborhood,KS,KS,Topeka,"Topeka, KS",Shawnee County,"$408,056"
19004,Village West,neighborhood,CO,CO,Fort Collins,"Fort Collins, CO",Larimer County,"$580,882"
19004,Woodglen,neighborhood,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,"$252,673"
19004,Beverly Hills,neighborhood,MD,MD,Baltimore,"Baltimore-Columbia-Towson, MD",Baltimore City,"$265,818"
19013,West Central,neighborhood,IA,IA,Waterloo,"Waterloo-Cedar Falls, IA",Black Hawk County,"$140,805"
19013,Highland Park South,neighborhood,CO,CO,Broomfield,"Denver-Aurora-Lakewood, CO",Broomfield County,"$655,624"
19013,St. Johns Bluff,neighborhood,FL,FL,Jacksonville,"Jacksonville, FL",Duval County,"$387,131"
19013,Park Ridge,neighborhood,WI,WI,Wauwatosa,"Milwaukee-Waukesha, WI",Milwaukee County,"$355,799"
19013,Wydown-Skinker,neighborhood,MO,MO,Saint Louis,"St. Louis, MO-IL",Saint Louis City,"$401,381"
19013,Woodville,neighborhood,VA,VA,Richmond,"Richmond, VA",Richmond City,"$232,466"
19013,Wellington West,neighborhood,KS,KS,Overland Park,"Kansas City, MO-KS",Johnson County,"$341,594"
19020,Pacheo Valle,neighborhood,CA,CA,Novato,"San Francisco-Oakland-Berkeley, CA",Marin County,"$806,627"
19020,Hillcrest,neighborhood,SC,SC,Spartanburg,"Spartanburg, SC",Spartanburg County,"$215,345"
19020,Folwell,neighborhood,MN,MN,Rochester,"Rochester, MN",Olmsted County,"$464,983"
19020,Riverfront,neighborhood,TN,TN,Chattanooga,"Chattanooga, TN-GA",Hamilton County,"$683,500"
19020,Orchard Knob,neighborhood,TN,TN,Chattanooga,"Chattanooga, TN-GA",Hamilton County,"$234,379"
19020,Fairlawn,neighborhood,IN,IN,Kokomo,"Kokomo, IN",Howard County,"$104,570"
19020,Morley,neighborhood,MI,MI,Dearborn,"Detroit-Warren-Dearborn, MI",Wayne County,"$167,591"
19020,Mount Vernon,neighborhood,OH,OH,Dayton,"Dayton-Kettering, OH",Montgomery County,"$114,621"
19029,Parkwood,neighborhood,CO,CO,Thornton,"Denver-Aurora-Lakewood, CO",Adams County,"$523,078"
19029,Gateway Village,neighborhood,AZ,AZ,Gilbert,"Phoenix-Mesa-Chandler, AZ",Maricopa County,"$466,633"
19029,Homestead Hills,neighborhood,CO,CO,Thornton,"Denver-Aurora-Lakewood, CO",Adams County,"$678,927"
19029,Highland Plains,neighborhood,KS,KS,Overland Park,"Kansas City, MO-KS",Johnson County,"$317,479"
19029,Gail Gardener,neighborhood,AZ,AZ,Prescott,"Prescott Valley-Prescott, AZ",Yavapai County,"$437,451"
19029,Warner Ranch,neighborhood,TX,TX,Round Rock,"Austin-Round Rock-Georgetown, TX",Williamson County,"$413,373"
19038,Cliffdale Forest,neighborhood,NC,NC,Fayetteville,"Fayetteville, NC",Cumberland County,"$210,024"
19038,Windcrest,neighborhood,TX,TX,North Richland Hills,"Dallas-Fort Worth-Arlington, TX",Tarrant County,"$326,411"
19038,Renee Terrace,neighborhood,FL,FL,Kissimmee,"Orlando-Kissimmee-Sanford, FL",Osceola County,"$385,992"
19038,Historic Downtown,neighborhood,TX,TX,Grapevine,"Dallas-Fort Worth-Arlington, TX",Tarrant County,"$591,863"
19038,Sunset Lake Estates,neighborhood,FL,FL,Clearwater,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County,"$408,418"
19038,Desert Park Estates,neighborhood,CA,CA,Palm Springs,"Riverside-San Bernardino-Ontario, CA",Riverside County,"$707,498"
19045,Moeller Heights,neighborhood,OK,OK,Tulsa,"Tulsa, OK",Tulsa County,"$210,967"
19045,Desert Horizons,neighborhood,NV,NV,North Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,"$407,594"
19045,Eagle Pass,neighborhood,AZ,AZ,Glendale,"Phoenix-Mesa-Chandler, AZ",Maricopa County,"$383,289"
19045,Aventura Lakes,neighborhood,FL,FL,Aventura,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,"$1,257,139"
19045,Clearview Manor,neighborhood,AZ,AZ,Chandler,"Phoenix-Mesa-Chandler, AZ",Maricopa County,"$473,601"
19054,Oak HIll,neighborhood,OH,OH,Youngstown,"Youngstown-Warren-Boardman, OH-PA",Mahoning County,"$33,897"
19054,Blossom Park,neighborhood,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,"$264,774"
19054,Crystal Tree,neighborhood,IL,IL,Orland Park,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,"$525,136"
19054,Argonne Park,neighborhood,IL,IL,North Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,"$212,455"
19054,Sky Lake Villas,neighborhood,FL,FL,Ives Estates,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,"$586,757"
19054,Denny - Blaine,neighborhood,WA,WA,Seattle,"Seattle-Tacoma-Bellevue, WA",King County,"$2,314,568"
19054,Indian Spring Park,neighborhood,MD,MD,Silver Spring,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County,"$632,135"
19054,Northwood Hills,neighborhood,SC,SC,Columbia,"Columbia, SC",Richland County,"$140,366"
19064,Calabasas Hills,neighborhood,CA,CA,Calabasas,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,"$1,713,759"
19064,South Stonehurst,neighborhood,CA,CA,Oakland,"San Francisco-Oakland-Berkeley, CA",Alameda County,"$482,837"
19064,Bonita Bayou,neighborhood,FL,FL,Saint Petersburg,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County,"$380,323"
19064,Belmont,neighborhood,VA,VA,Woodbridge,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,"$568,136"
19064,Ogden Market Place,neighborhood,NC,NC,Wilmington,"Wilmington, NC",New Hanover County,"$386,135"
19064,Burning Tree,neighborhood,OK,OK,Tulsa,"Tulsa, OK",Tulsa County,"$256,364"
