SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,Median Home Price
4471,Near Southside,neighborhood,IN,IN,Indianapolis,"Indianapolis-Carmel-Anderson, IN",Marion County,"$193,587"
4471,Wellington,neighborhood,NH,NH,Manchester,"Manchester-Nashua, NH",Hillsborough County,"$410,000"
4475,Hallsville,neighborhood,NH,NH,Manchester,"Manchester-Nashua, NH",Hillsborough County,"$392,752"
4476,Kearny Mesa,neighborhood,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,"$818,451"
4477,Monestary Heights,neighborhood,RI,RI,Cumberland,"Providence-Warwick, RI-MA",Providence County,"$479,598"
4478,Northeast,neighborhood,CA,CA,Santa Monica,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,"$2,625,525"
4478,Mt. Carmel,neighborhood,CA,CA,Redwood City,"San Francisco-Oakland-Berkeley, CA",San Mateo County,"$2,082,306"
4480,Lawrence Park,neighborhood,NY,NY,Yonkers,"New York-Newark-Jersey City, NY-NJ-PA",Westchester County,"$400,335"
4480,Willamette,neighborhood,OR,OR,West Linn,"Portland-Vancouver-Hillsboro, OR-WA",Clackamas County,"$650,940"
4482,Broomfield Heights,neighborhood,CO,CO,Broomfield,"Denver-Aurora-Lakewood, CO",Broomfield County,"$531,932"
4483,Schoolcraft Southfield,neighborhood,MI,MI,Detroit,"Detroit-Warren-Dearborn, MI",Wayne County,"$70,113"
4484,Vine,neighborhood,MI,MI,Kalamazoo,"Kalamazoo-Portage, MI",Kalamazoo County,"$165,908"
4485,Serra Highlands,neighborhood,CA,CA,South San Francisco,"San Francisco-Oakland-Berkeley, CA",San Mateo County,"$1,295,308"
4486,Central Business District,neighborhood,CA,CA,San Mateo,"San Francisco-Oakland-Berkeley, CA",San Mateo County,"$956,792"
4486,Mapleridge,neighborhood,MI,MI,Detroit,"Detroit-Warren-Dearborn, MI",Wayne County,"$46,575"
4489,Riverview Meadows,neighborhood,FL,FL,Riverview,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,"$382,819"
4491,Sunset Heights East,neighborhood,UT,UT,Orem,"Provo-Orem, UT",Utah County,"$545,974"
4491,East Phillips,neighborhood,MN,MN,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,"$222,807"
4493,Roseville - Fleet Ridge,neighborhood,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,"$1,801,891"
4494,Alderman Park,neighborhood,FL,FL,Jacksonville,"Jacksonville, FL",Duval County,"$278,444"
4495,Mount Vernon-Hollywood-Montclair,neighborhood,KY,KY,Lexington,"Lexington-Fayette, KY",Fayette County,"$388,530"
4496,Hoover/Foster,neighborhood,CA,CA,Oakland,"San Francisco-Oakland-Berkeley, CA",Alameda County,"$622,829"
4496,Southside,neighborhood,NH,NH,Manchester,"Manchester-Nashua, NH",Hillsborough County,"$412,689"
4498,Broadway Pantano East,neighborhood,AZ,AZ,Tucson,"Tucson, AZ",Pima County,"$283,906"
4498,Richmond Highlands,neighborhood,WA,WA,Shoreline,"Seattle-Tacoma-Bellevue, WA",King County,"$879,672"
4500,Anacostia,neighborhood,DC,DC,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,"$375,358"
4500,McKinley,neighborhood,WI,WI,Kenosha,"Chicago-Naperville-Elgin, IL-IN-WI",Kenosha County,"$231,197"
4500,Little Turtle,neighborhood,OH,OH,Westerville,"Columbus, OH",Franklin County,"$233,821"
4503,Boca West,neighborhood,FL,FL,Boca Raton,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,"$432,938"
4504,Sea View Estates,neighborhood,CA,CA,Oxnard,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,"$807,712"
4504,Long Meadow Farms,neighborhood,TX,TX,Richmond,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,"$457,745"
4504,ACCENT,neighborhood,IA,IA,Des Moines,"Des Moines-West Des Moines, IA",Polk County,"$171,622"
4507,Morning Side,neighborhood,MA,MA,Pittsfield,"Pittsfield, MA",Berkshire County,"$211,419"
4508,Windom,neighborhood,MN,MN,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,"$388,518"
4508,West End,neighborhood,GA,GA,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,"$291,473"
4510,West York,neighborhood,PA,PA,York,"York-Hanover, PA",York County,"$183,241"
4510,Marrowbone,neighborhood,TN,TN,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",Davidson County,"$380,152"
4512,Walden,neighborhood,FL,FL,Pensacola,"Pensacola-Ferry Pass-Brent, FL",Escambia County,"$219,026"
4513,Ferryway,neighborhood,MA,MA,Malden,"Boston-Cambridge-Newton, MA-NH",Middlesex County,"$687,068"
4514,South Of Bode,neighborhood,IL,IL,Hoffman Estates,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,"$360,858"
4515,Riverside/Normal City,neighborhood,IN,IN,Muncie,"Muncie, IN",Delaware County,"$146,090"
4515,Sherwood Forest,neighborhood,FL,FL,Jacksonville,"Jacksonville, FL",Duval County,"$138,095"
4517,South Oak Park,neighborhood,CA,CA,Sacramento,"Sacramento-Roseville-Folsom, CA",Sacramento County,"$339,196"
4517,Dean Highland,neighborhood,TX,TX,Waco,"Waco, TX",McLennan County,"$151,189"
4519,Fern Rock,neighborhood,PA,PA,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,"$172,218"
4520,JeffVanderLou,neighborhood,MO,MO,Saint Louis,"St. Louis, MO-IL",Saint Louis City,"$78,157"
4521,Olde Kensington,neighborhood,PA,PA,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,"$419,173"
4523,Garden Lakes,neighborhood,AZ,AZ,Avondale,"Phoenix-Mesa-Chandler, AZ",Maricopa County,"$427,433"
4523,Indianola Hills,neighborhood,IA,IA,Des Moines,"Des Moines-West Des Moines, IA",Polk County,"$178,985"
4525,South Walker,neighborhood,OK,OK,Oklahoma City,"Oklahoma City, OK",Oklahoma County,"$122,337"
4526,Fairoaks,neighborhood,FL,FL,Tampa,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,"$299,126"
4527,Maedgen Area,neighborhood,TX,TX,Lubbock,"Lubbock, TX",Lubbock County,"$173,738"
4528,Highlands,neighborhood,VA,VA,Portsmouth,"Virginia Beach-Norfolk-Newport News, VA-NC",Portsmouth City,"$223,572"
4529,Oak Grove/Pine Banks,neighborhood,MA,MA,Melrose,"Boston-Cambridge-Newton, MA-NH",Middlesex County,"$781,037"
4529,Parkmont,neighborhood,CA,CA,Fremont,"San Francisco-Oakland-Berkeley, CA",Alameda County,"$1,387,788"
4531,Pinardville,neighborhood,NH,NH,Goffstown,"Manchester-Nashua, NH",Hillsborough County,"$413,262"
4532,Edgewood,neighborhood,CT,CT,New Haven,"New Haven-Milford, CT",New Haven County,"$409,090"
4533,New Horizons,neighborhood,CA,CA,Santa Ana,"Los Angeles-Long Beach-Anaheim, CA",Orange County,"$824,914"
4534,Tower Triangle,neighborhood,CO,CO,Aurora,"Denver-Aurora-Lakewood, CO",Adams County,"$417,125"
4535,Terra Del Sol,neighborhood,AZ,AZ,Tucson,"Tucson, AZ",Pima County,"$275,286"
4536,Hawthorne,neighborhood,MN,MN,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,"$231,048"
4536,Pacific Ridge,neighborhood,WA,WA,Des Moines,"Seattle-Tacoma-Bellevue, WA",King County,"$303,807"
4538,Southhill,neighborhood,WA,WA,Puyallup,"Seattle-Tacoma-Bellevue, WA",Pierce County,"$459,546"
4539,Benjamin Hills,neighborhood,KS,KS,Wichita,"Wichita, KS",Sedgwick County,"$203,022"
4541,Irving Woods,neighborhood,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,"$359,247"
4541,Victoria Gardens,neighborhood,CA,CA,Rancho Cucamonga,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,"$812,143"
4541,SE Redmond,neighborhood,WA,WA,Redmond,"Seattle-Tacoma-Bellevue, WA",King County,"$1,026,498"
4544,PaulAnn,neighborhood,TX,TX,San Angelo,"San Angelo, TX",Tom Green County,"$212,551"
4544,Riverview,neighborhood,KS,KS,Kansas City,"Kansas City, MO-KS",Wyandotte County,"$112,704"
4546,Sardis Forest,neighborhood,NC,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,"$608,148"
4547,Sheldon,neighborhood,AL,AL,Mobile,"Mobile, AL",Mobile County,"$241,173"
4548,Holly Hill,neighborhood,OH,OH,Columbus,"Columbus, OH",Franklin County,"$200,024"
4549,Delhi,neighborhood,CA,CA,Santa Ana,"Los Angeles-Long Beach-Anaheim, CA",Orange County,"$773,359"
4549,Lake,neighborhood,CA,CA,Oceanside,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,"$614,400"
4551,Duck Creek,neighborhood,TX,TX,Richardson,"Dallas-Fort Worth-Arlington, TX",Dallas County,"$404,892"
4552,Clifton Heights,neighborhood,KY,KY,Louisville,"Louisville/Jefferson County, KY-IN",Jefferson County,"$179,689"
4552,Crown Hill,neighborhood,WA,WA,Seattle,"Seattle-Tacoma-Bellevue, WA",King County,"$823,676"
4556,Centretech,neighborhood,CO,CO,Aurora,"Denver-Aurora-Lakewood, CO",Arapahoe County,"$269,278"
4556,Downtown Waukegan,neighborhood,IL,IL,Waukegan,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,"$210,921"
4558,Floresta Gardens,neighborhood,FL,FL,Port Saint Lucie,"Port St. Lucie, FL",Saint Lucie County,"$360,106"
4559,Duboce Triangle,neighborhood,CA,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,"$1,324,749"
4559,Otay Mesa,neighborhood,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,"$665,675"
4561,Bluff Heights,neighborhood,CA,CA,Long Beach,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,"$833,573"
4562,South Bank,neighborhood,CA,CA,Oxnard,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,"$930,045"
4563,Mountainview,neighborhood,TX,TX,Waco,"Waco, TX",McLennan County,"$285,551"
4563,WoodRidge,neighborhood,WA,WA,Bellevue,"Seattle-Tacoma-Bellevue, WA",King County,"$1,274,257"
4565,Raintree,neighborhood,NC,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,"$470,674"
4565,Perris Hills,neighborhood,CA,CA,San Bernardino,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,"$437,149"
4565,Knollwood,neighborhood,MI,MI,Kalamazoo,"Kalamazoo-Portage, MI",Kalamazoo County,"$169,269"
4568,West Gate,neighborhood,OH,OH,Toledo,"Toledo, OH",Lucas County,"$217,491"
4569,Goose Creek,neighborhood,TN,TN,Franklin,"Nashville-Davidson--Murfreesboro--Franklin, TN",Williamson County,"$976,306"
4570,Eliot,neighborhood,OR,OR,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,"$513,888"
4571,Richmond Annex,neighborhood,CA,CA,Richmond,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,"$764,799"
4572,Manhattan Beach,neighborhood,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,"$1,344,691"
4572,Walteria,neighborhood,CA,CA,Torrance,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,"$1,178,626"
4574,Central Business District,neighborhood,NY,NY,Rochester,"Rochester, NY",Monroe County,"$484,591"
4575,Globe District,neighborhood,RI,RI,Woonsocket,"Providence-Warwick, RI-MA",Providence County,"$369,793"
4575,Lower Westside,neighborhood,CA,CA,Santa Barbara,"Santa Maria-Santa Barbara, CA",Santa Barbara County,"$1,162,121"
4575,South Yuba City,neighborhood,CA,CA,Yuba City,"Yuba City, CA",Sutter County,"$421,389"
4575,Thomas Manor,neighborhood,TX,TX,El Paso,"El Paso, TX",El Paso County,"$169,988"
4579,Montrose,neighborhood,MA,MA,Wakefield,"Boston-Cambridge-Newton, MA-NH",Middlesex County,"$829,576"
4579,San Tan Ranch,neighborhood,AZ,AZ,Gilbert,"Phoenix-Mesa-Chandler, AZ",Maricopa County,"$523,949"
4581,Willowcreek,neighborhood,CA,CA,Sacramento,"Sacramento-Roseville-Folsom, CA",Sacramento County,"$571,751"
4581,Boise,neighborhood,OR,OR,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,"$545,390"
4583,Northport,neighborhood,ND,ND,Fargo,"Fargo, ND-MN",Cass County,"$274,152"
4584,Northwest Everett,neighborhood,WA,WA,Everett,"Seattle-Tacoma-Bellevue, WA",Snohomish County,"$649,785"
4584,Emerald Estates,neighborhood,CA,CA,Bakersfield,"Bakersfield, CA",Kern County,"$416,996"
4584,College Park/Fernside,neighborhood,NC,NC,Wilmington,"Wilmington, NC",New Hanover County,"$253,766"
4587,Boothwyn,neighborhood,PA,PA,Marcus Hook,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Delaware County,"$330,054"
4588,Westvale,neighborhood,NY,NY,Syracuse,"Syracuse, NY",Onondaga County,"$274,727"
4590,Vancouver Heights,neighborhood,WA,WA,Vancouver,"Portland-Vancouver-Hillsboro, OR-WA",Clark County,"$437,428"
4591,Reed,neighborhood,OR,OR,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,"$608,432"
4591,Western Hills,neighborhood,CA,CA,Belmont,"San Francisco-Oakland-Berkeley, CA",San Mateo County,"$1,786,976"
4593,Ruskin Heights,neighborhood,MO,MO,Kansas City,"Kansas City, MO-KS",Jackson County,"$135,329"
4593,Laddie Place and North Wilson,neighborhood,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,"$179,636"
4593,Park West,neighborhood,WI,WI,Milwaukee,"Milwaukee-Waukesha, WI",Milwaukee County,"$77,805"
4596,Plaza Park,neighborhood,IN,IN,Evansville,"Evansville, IN-KY",Vanderburgh County,"$262,801"
4596,Barkley,neighborhood,WA,WA,Bellingham,"Bellingham, WA",Whatcom County,"$717,556"
4598,Keeney,neighborhood,CT,CT,Manchester,"Hartford-East Hartford-Middletown, CT",Hartford County,"$414,934"
4599,Westwood-Pecan Lake,neighborhood,AR,AR,Little Rock,"Little Rock-North Little Rock-Conway, AR",Pulaski County,"$194,427"
4599,Burbank,neighborhood,CA,CA,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,"$1,153,029"
4601,Union Ridge,neighborhood,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,"$389,832"
4602,North Hayward,neighborhood,CA,CA,Hayward,"San Francisco-Oakland-Berkeley, CA",Alameda County,"$601,386"
4602,Weibel,neighborhood,CA,CA,Fremont,"San Francisco-Oakland-Berkeley, CA",Alameda County,"$2,318,712"
4604,Baker,neighborhood,LA,LA,Baton Rouge,"Baton Rouge, LA",East Baton Rouge Parish,"$120,989"
4605,Lind-Bohanon,neighborhood,MN,MN,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,"$229,238"
4605,Mckinney,neighborhood,TX,TX,Austin,"Austin-Round Rock-Georgetown, TX",Travis County,"$300,087"
4607,North Heights,neighborhood,OH,OH,Youngstown,"Youngstown-Warren-Boardman, OH-PA",Mahoning County,"$82,971"
4608,Pontchartrain Gardens,neighborhood,LA,LA,Metairie,"New Orleans-Metairie, LA",Jefferson Parish,"$299,856"
4608,Lakeview,neighborhood,WA,WA,Lakewood,"Seattle-Tacoma-Bellevue, WA",Pierce County,"$393,863"
4611,College Hill,neighborhood,KS,KS,Wichita,"Wichita, KS",Sedgwick County,"$272,190"
4611,Somersett,neighborhood,NV,NV,Reno,"Reno, NV",Washoe County,"$790,023"
4613,La Plaza,neighborhood,CA,CA,San Bernardino,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,"$397,111"
4613,Victorian Village,neighborhood,OH,OH,Columbus,"Columbus, OH",Franklin County,"$434,597"
4613,North Grosvenordale,neighborhood,CT,CT,Thompson,"Worcester, MA-CT",Windham County,"$360,760"
4616,Olde Providence South,neighborhood,NC,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,"$811,621"
4616,Foothills,neighborhood,UT,UT,Provo,"Provo-Orem, UT",Utah County,"$409,619"
4618,Meadowbrook,neighborhood,AL,AL,Birmingham,"Birmingham-Hoover, AL",Shelby County,"$441,255"
4619,Escalante,neighborhood,AZ,AZ,Tempe,"Phoenix-Mesa-Chandler, AZ",Maricopa County,"$340,391"
4620,Kennydale,neighborhood,WA,WA,Renton,"Seattle-Tacoma-Bellevue, WA",King County,"$969,436"
4621,Northside,neighborhood,MI,MI,Kalamazoo,"Kalamazoo-Portage, MI",Kalamazoo County,"$96,908"
4621,Presidential Park,neighborhood,CA,CA,Riverside,"Riverside-San Bernardino-Ontario, CA",Riverside County,"$576,301"
4623,Temescal,neighborhood,CA,CA,Oakland,"San Francisco-Oakland-Berkeley, CA",Alameda County,"$1,007,356"
4624,Garden Valley Ranch,neighborhood,TX,TX,Waxahachie,"Dallas-Fort Worth-Arlington, TX",Ellis County,"$343,081"
4624,Indian Hill,neighborhood,TX,TX,Waxahachie,"Dallas-Fort Worth-Arlington, TX",Ellis County,"$332,020"
4627,Berwick,neighborhood,OH,OH,Columbus,"Columbus, OH",Franklin County,"$325,336"
4628,Oxford,neighborhood,IN,IN,Fort Wayne,"Fort Wayne, IN",Allen County,"$97,618"
4629,Marion Franklin,neighborhood,OH,OH,Columbus,"Columbus, OH",Franklin County,"$154,763"
4630,South Haven,neighborhood,IN,IN,Valparaiso,"Chicago-Naperville-Elgin, IL-IN-WI",Porter County,"$220,301"
4632,Reedwood,neighborhood,IL,IL,Joliet,"Chicago-Naperville-Elgin, IL-IN-WI",Will County,"$232,361"
4633,Tom Watkins,neighborhood,MO,MO,Springfield,"Springfield, MO",Greene County,"$130,365"
4633,Fossil Creek Reservoir,neighborhood,CO,CO,Fort Collins,"Fort Collins, CO",Larimer County,"$643,531"
4636,Harwood Lane,neighborhood,NC,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,"$357,642"
4636,New Aurora-English Turn,neighborhood,LA,LA,New Orleans,"New Orleans-Metairie, LA",Orleans Parish,"$187,710"
4636,University of North Carolina Wilmington,neighborhood,NC,NC,Wilmington,"Wilmington, NC",New Hanover County,"$302,031"
4639,Galindo,neighborhood,TX,TX,Austin,"Austin-Round Rock-Georgetown, TX",Travis County,"$638,629"
4640,South Side CAN,neighborhood,OH,OH,Columbus,"Columbus, OH",Franklin County,"$211,284"
4641,Whiskey Creek,neighborhood,FL,FL,Fort Myers,"Cape Coral-Fort Myers, FL",Lee County,"$321,970"
4643,Broadmoor,neighborhood,CA,CA,San Leandro,"San Francisco-Oakland-Berkeley, CA",Alameda County,"$837,531"
4644,Rosemont,neighborhood,ME,ME,Portland,"Portland-South Portland, ME",Cumberland County,"$606,331"
4645,Paxtonia,neighborhood,PA,PA,Harrisburg,"Harrisburg-Carlisle, PA",Dauphin County,"$308,926"
4646,Edgebrook,neighborhood,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,"$587,125"
4647,San Andreas,neighborhood,CA,CA,San Bernardino,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,"$307,794"
4648,Klondike,neighborhood,KY,KY,Louisville,"Louisville/Jefferson County, KY-IN",Jefferson County,"$253,142"
4648,Roebuck,neighborhood,AL,AL,Birmingham,"Birmingham-Hoover, AL",Jefferson County,"$104,932"
4650,Sun City,neighborhood,CA,CA,Roseville,"Sacramento-Roseville-Folsom, CA",Placer County,"$591,735"
4651,Bryant,neighborhood,WA,WA,Seattle,"Seattle-Tacoma-Bellevue, WA",King County,"$1,099,618"
4651,Jordan Creek/NOTI,neighborhood,PA,PA,Allentown,"Allentown-Bethlehem-Easton, PA-NJ",Lehigh County,"$198,254"
4651,Swan Canyon,neighborhood,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,"$636,361"
4654,Belknap,neighborhood,KY,KY,Louisville,"Louisville/Jefferson County, KY-IN",Jefferson County,"$407,454"
4655,Wyndmoor,neighborhood,PA,PA,Glenside,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Montgomery County,"$525,364"
4656,Ridglea Hills,neighborhood,TX,TX,Fort Worth,"Dallas-Fort Worth-Arlington, TX",Tarrant County,"$478,649"
4657,Venable,neighborhood,VA,VA,Charlottesville,"Charlottesville, VA",Charlottesville City,"$850,509"
4657,South Corvalis,neighborhood,OR,OR,Corvallis,"Corvallis, OR",Benton County,"$436,102"
4659,Saddleridge Estates,neighborhood,TX,TX,Killeen,"Killeen-Temple, TX",Bell County,"$222,287"
4661,Zoo,neighborhood,MN,MN,Apple Valley,"Minneapolis-St. Paul-Bloomington, MN-WI",Dakota County,"$475,400"
4661,Shadow Valley,neighborhood,UT,UT,Ogden,"Ogden-Clearfield, UT",Weber County,"$659,968"
4663,Spring Valley,neighborhood,DC,DC,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,"$2,006,668"
4663,Pyne Poynt,neighborhood,NJ,NJ,Camden,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Camden County,"$135,722"
4665,Raynham Center,neighborhood,MA,MA,Raynham,"Providence-Warwick, RI-MA",Bristol County,"$581,746"
4665,Mckinley Mitchell,neighborhood,OK,OK,Tulsa,"Tulsa, OK",Tulsa County,"$122,196"
4665,South Vallejo,neighborhood,CA,CA,Vallejo,"Vallejo, CA",Solano County,"$458,443"
4668,Firthcliffe,neighborhood,NY,NY,Cornwall,"Poughkeepsie-Newburgh-Middletown, NY",Orange County,"$486,749"
4668,Heather Ridge,neighborhood,CA,CA,Vallejo,"Vallejo, CA",Solano County,"$666,588"
4670,Merchants,neighborhood,MA,MA,Fall River,"Providence-Warwick, RI-MA",Bristol County,"$400,259"
4671,Wilder Park,neighborhood,WI,WI,Green Bay,"Green Bay, WI",Brown County,"$325,661"
4672,Onyx,neighborhood,OH,OH,Toledo,"Toledo, OH",Lucas County,"$41,388"
4672,Richland Hills,neighborhood,TX,TX,Waco,"Waco, TX",McLennan County,"$222,177"
4674,Brooklyn,neighborhood,CT,CT,Waterbury,"New Haven-Milford, CT",New Haven County,"$246,158"
4675,Pleasant Run,neighborhood,OH,OH,Cincinnati,"Cincinnati, OH-KY-IN",Hamilton County,"$230,140"
4676,Spring Lake Heights,neighborhood,NJ,NJ,Spring Lake,"New York-Newark-Jersey City, NY-NJ-PA",Monmouth County,"$952,028"
4677,Como,neighborhood,TX,TX,Fort Worth,"Dallas-Fort Worth-Arlington, TX",Tarrant County,"$167,832"
4678,Marshall - Shadeland,neighborhood,PA,PA,Pittsburgh,"Pittsburgh, PA",Allegheny County,"$97,796"
4679,Central Park Heights,neighborhood,MD,MD,Baltimore,"Baltimore-Columbia-Towson, MD",Baltimore City,"$91,788"
4680,Humboldt,neighborhood,OR,OR,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,"$520,516"
4681,New Dorp Beach,neighborhood,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Richmond County,"$662,699"
4681,Old Farm,neighborhood,IL,IL,Naperville,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,"$420,049"
4681,Twin Oaks,neighborhood,TX,TX,Richmond,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,"$305,489"
4684,Meadow Glen,neighborhood,TX,TX,Mansfield,"Dallas-Fort Worth-Arlington, TX",Tarrant County,"$431,933"
4685,Broadlands,neighborhood,CO,CO,Broomfield,"Denver-Aurora-Lakewood, CO",Broomfield County,"$678,320"
4686,Arbor Gate,neighborhood,NV,NV,North Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,"$367,818"
4686,National Hills,neighborhood,GA,GA,Augusta,"Augusta-Richmond County, GA-SC",Richmond County,"$215,284"
4686,Highland Acres,neighborhood,DE,DE,Dover,"Dover, DE",Kent County,"$375,329"
4686,Seminary Heights,neighborhood,NY,NY,Yonkers,"New York-Newark-Jersey City, NY-NJ-PA",Westchester County,"$753,998"
4686,Upton,neighborhood,MD,MD,Baltimore,"Baltimore-Columbia-Towson, MD",Baltimore City,"$127,906"
4686,Windemere,neighborhood,NV,NV,North Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,"$412,058"
4692,Fuller Tangletown,neighborhood,MN,MN,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,"$544,273"
4693,Woodstone,neighborhood,LA,LA,Baton Rouge,"Baton Rouge, LA",East Baton Rouge Parish,"$367,984"
4693,Shawnee Park,neighborhood,MI,MI,Grand Rapids,"Grand Rapids-Kentwood, MI",Kent County,"$349,980"
4693,Southwest,neighborhood,MI,MI,Grand Rapids,"Grand Rapids-Kentwood, MI",Kent County,"$233,678"
4696,Eastside,neighborhood,IA,IA,Iowa City,"Iowa City, IA",Johnson County,"$286,717"
4697,Arlington,neighborhood,FL,FL,Jacksonville,"Jacksonville, FL",Duval County,"$203,582"
4698,Woodbridge,neighborhood,TX,TX,Sachse,"Dallas-Fort Worth-Arlington, TX",Collin County,"$478,889"
4698,Green Tree,neighborhood,PA,PA,Pittsburgh,"Pittsburgh, PA",Allegheny County,"$276,126"
4700,Westlake,neighborhood,WA,WA,Seattle,"Seattle-Tacoma-Bellevue, WA",King County,"$624,374"
4700,Manito-Cannon Hill,neighborhood,WA,WA,Spokane,"Spokane-Spokane Valley, WA",Spokane County,"$527,171"
4700,Huntington Harbour,neighborhood,CA,CA,Huntington Beach,"Los Angeles-Long Beach-Anaheim, CA",Orange County,"$2,336,197"
4703,Summit at Shiloh,neighborhood,GA,GA,Alpharetta,"Atlanta-Sandy Springs-Alpharetta, GA",Forsyth County,"$804,740"
4703,Kirkman South,neighborhood,FL,FL,Orlando,"Orlando-Kissimmee-Sanford, FL",Orange County,"$175,187"
4705,Eastown,neighborhood,MI,MI,Grand Rapids,"Grand Rapids-Kentwood, MI",Kent County,"$348,801"
4706,West Riverside,neighborhood,LA,LA,New Orleans,"New Orleans-Metairie, LA",Orleans Parish,"$552,627"
4707,Southeast,neighborhood,TX,TX,Austin,"Austin-Round Rock-Georgetown, TX",Travis County,"$325,830"
4708,South Central Beach,neighborhood,FL,FL,Hollywood,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,"$419,366"
4708,Bemis,neighborhood,MA,MA,Watertown,"Boston-Cambridge-Newton, MA-NH",Middlesex County,"$787,487"
4708,Laurelhurst,neighborhood,OR,OR,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,"$834,870"
4711,Bennington,neighborhood,WA,WA,Vancouver,"Portland-Vancouver-Hillsboro, OR-WA",Clark County,"$576,941"
4712,Penrose,neighborhood,MO,MO,Saint Louis,"St. Louis, MO-IL",Saint Louis City,"$45,785"
4713,Arbor Heights,neighborhood,WA,WA,Seattle,"Seattle-Tacoma-Bellevue, WA",King County,"$797,966"
4714,Oakland,neighborhood,KS,KS,Topeka,"Topeka, KS",Shawnee County,"$108,672"
4715,Avondale,neighborhood,FL,FL,Jacksonville,"Jacksonville, FL",Duval County,"$428,413"
4715,Jacobsville,neighborhood,IN,IN,Evansville,"Evansville, IN-KY",Vanderburgh County,"$71,010"
4715,Belmont,neighborhood,VA,VA,Charlottesville,"Charlottesville, VA",Charlottesville City,"$416,436"
4718,Coalition of Homeowners Association,neighborhood,MS,MS,Jackson,"Jackson, MS",Hinds County,"$42,952"
